ignore if not empty;modname;modurl;dependencies;Tags;Modpack;Notes;edited;moddesc;ModDB URL;Forum URL;imported
;torch_bomb;https://github.com/minetest-mods/torch_bomb;default ;;;;;[Torch Bomb] Place torches throughout your entire surroundings with a torch bomb;https://content.minetest.net/packages/FaceDeer/torch_bomb/;https://forum.minetest.net/viewtopic.php?t=24187;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mtimer;https://gitlab.com/4w/mtimer.git;default ;;;;;[mTimer] Ingame timer for showing current playtime, current day time, ingame time, etc.;https://content.minetest.net/packages/Linuxdirk/mtimer/;https://forum.minetest.net/viewtopic.php?t=22357;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;enhanced;https://github.com/archfan7411/enhanced;;;;;;[Tool Enhancement] Allows players to enhance their tools through mese infusion;https://content.minetest.net/packages/archfan7411/enhanced/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;shadowrealm;https://github.com/archfan7411/shadowrealm;mobs default ;;;;;[Shadow Realm] The realm of shadows contains many hidden horrors.;https://content.minetest.net/packages/archfan7411/shadowrealm/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;grave;https://github.com/ElCeejoYT/grave;multidimensions default xdecor mobs ;;;;;"[Grave] Adds a eerie dimension called ""The Grave"".";https://content.minetest.net/packages/ElCeejo/grave/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cups;https://repo.or.cz/minetest_cups.git;;;;;;[Cups] Decorative cups.;https://content.minetest.net/packages/Wuzzy/cups/;https://forum.minetest.net/viewtopic.php?t=23156;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;select_item;https://repo.or.cz/minetest_select_item.git;;;;;;[Select Item] Allows other mods to add a simple form to choose a single item.;https://content.minetest.net/packages/Wuzzy/select_item/;https://forum.minetest.net/viewtopic.php?t=20109;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;dice2;http://repo.or.cz/minetest_dice2.git;;;;;;[Dice] Decorational dice blocks which face a random direction.;https://content.minetest.net/packages/Wuzzy/dice2/;https://forum.minetest.net/viewtopic.php?t=9470;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;sounding_line;https://github.com/minetest-mods/sounding_line;;;;;;[Sounding Line] A tool for determining the depth of water or the depth of a hole.;https://content.minetest.net/packages/FaceDeer/sounding_line/;https://forum.minetest.net/viewtopic.php?t=16601;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;prefab_redo;;default doors ;;;;;[Prefab Redo] Cheapie's version of Dan's old prefab mod, which adds pre-fabricated concrete elements: catwalks, benches, ladders, railings...;https://content.minetest.net/packages/cheapie/prefab_redo/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;base_gameplay_modpck;https://github.com/karlexceed/base_gameplay_modpack;default ;;;;;[Base Gameplay Modpack] This combines several other gameplay mods that I consider useful.;https://content.minetest.net/packages/karlexceed/base_gameplay_modpck/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;smartrenting;https://github.com/AiTechEye/smartrenting;default ;;;;;[Smart Renting] Smart renting: Rent out your locked things and earn money!;https://content.minetest.net/packages/AiTechEye/smartrenting/;https://forum.minetest.net/viewtopic.php?t=18416;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;teaching;https://github.com/sfan5/minetest-teaching;;;;;;[Teaching Mathematics] Adds nodes to create a mathematical expression, and then a solution checking node which can output a reward ;https://content.minetest.net/packages/sfan5/teaching/;https://forum.minetest.net/viewtopic.php?t=14365;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mobs_umbra;https://gitlab.com/H4mlet/mobs_umbra;default mobs ;;;;;[Mobs Umbra] Adds a shadow-looking Non Playing Character.;https://content.minetest.net/packages/Hamlet/mobs_umbra/;https://forum.minetest.net/viewtopic.php?t=23610;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;jeans_economy;https://github.com/Jean28518/jeans_economy.git;default ;;;;;[Jean's Economy] Full Economy for Servers like, paying, individual bank statemants, daily rewards, easy api for modders, easy integration with other mods ...;https://content.minetest.net/packages/Jean3219/jeans_economy/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;hexagonal;https://github.com/GreenXenith/hexagonal;default ;;;;;[Hexagonal] Proof of concept for hexagonal nodes;https://content.minetest.net/packages/GreenDimond/hexagonal/;https://forum.minetest.net/viewtopic.php?t=22864;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;death_compass;https://github.com/minetest-mods/death_compass;;;;;;[Death Compass] A compass that points to the last place you died;https://content.minetest.net/packages/FaceDeer/death_compass/;https://forum.minetest.net/viewtopic.php?t=24144;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cloaking;https://git.minetest.land/luk3yx/cloaking;;;;;;[Cloaking] Allows players to cloak and uncloak, inspired by Star Trek's cloaking device.;https://content.minetest.net/packages/luk3yx/cloaking/;https://forum.minetest.net/viewtopic.php?t=20788;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;visible_sneak;https://github.com/Niwla23/visible_sneak;controls ;;;;;[Visible Sneak] A mod to make sneaking visible. The player gets smaller on sneak and the viewpoint is lower.;https://content.minetest.net/packages/niwla23/visible_sneak/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;abritorch;https://github.com/Ezhh/abritorch;default ;;;;;[Abritorch] Coloured torches mod for Minetest;https://content.minetest.net/packages/Shara/abritorch/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;powertools;https://github.com/rubenwardy/powertools;;;;;;[Powertools] Adds tools to make map editing easier.;https://content.minetest.net/packages/rubenwardy/powertools/;https://forum.minetest.net/viewtopic.php?t=15241;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;hardtrees;https://github.com/octacian/hardtrees;default farming ;;;;;[Hard Trees] Require tools to break trees and introduce beginner-tier rock tools.;https://content.minetest.net/packages/octacian/hardtrees/;https://forum.minetest.net/viewtopic.php?t=15095;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;rainbow_source;https://github.com/Ezhh/rainbow_source;default ;;;;;[Rainbow Source] Adds coloured water.;https://content.minetest.net/packages/Shara/rainbow_source/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;sleeping_mat;https://github.com/kestral246/sleeping_mat;beds default ;;;;;[Sleeping Mat] Simple sleeping mat made out of grass.;https://content.minetest.net/packages/kestral/sleeping_mat/;https://forum.minetest.net/viewtopic.php?t=24138;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;snowsong;https://github.com/tacotexmex/snowsong;;;;;;[SnowSong, the EPIC Sound Pack] SnowSong, the EPIC Sound Pack;https://content.minetest.net/packages/texmex/snowsong/;https://forum.minetest.net/viewtopic.php?t=22799;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;borders;https://github.com/argyle77/borders.git;default ;;;;;[World Borders] Add impenetrable barriers to the sides and bottom of the world.;https://content.minetest.net/packages/argyle/borders/;https://forum.minetest.net/viewtopic.php?t=22176;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;vote;https://github.com/rubenwardy/vote;;;;;;[Vote] Adds an API to allow players to vote, also adds kick voting.;https://content.minetest.net/packages/rubenwardy/vote/;https://forum.minetest.net/viewtopic.php?t=12829;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;multitools;https://github.com/ChimneySwift/multitools;default ;;;;;[Multitools] Adds a series of multi-purpose tools to Minetest;https://content.minetest.net/packages/ChimneySwift/multitools/;https://forum.minetest.net/viewtopic.php?t=18827;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nyancat;https://github.com/minetest-mods/nyancat;default ;;;;;[Nyan Cat] nyan nyan nyan nyan nyan nyan nyan nyan nyan nyan nyan nyan nyan nyan nyan nyan;https://content.minetest.net/packages/rubenwardy/nyancat/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;gocm_carbon;https://github.com/ThatGhzGamer/gizmos_of_carbon_machinations;default ;;;;;[Gizmo's Of Carbon Machinations] Adds various charcoal related items such as a Marvelous Hammer to Compress things, New Gear, New Diamonds, Charcoal and Willow Charcoal.;https://content.minetest.net/packages/ThatGhzGamer/gocm_carbon/;https://forum.minetest.net/viewtopic.php?t=22142;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;prismatic_stone;;;;;;;[Prismatic Stone] Adds decorative prismatic stone blocks, coral dyes, and six new crafting recipes.;https://content.minetest.net/packages/doomburger/prismatic_stone/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;bloodmagic2;https://github.com/PolySaken-I-Am/Bloodmagic-2;default vessels 3d_armor dye playereffects ;;;;;[Bloodmagic2] The successor to bloodmagic.;https://content.minetest.net/packages/PolySaken/bloodmagic2/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;grappling_hook;https://github.com/v1nsai/grappling_hook.git;keyevent throwing ;;;;;[Grappling Hook] A throwable grappling_hook;https://content.minetest.net/packages/doctor_ew/grappling_hook/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;money3;https://git.minetest.land/luk3yx/money3;;;;;;[money3] Adds /money.;https://content.minetest.net/packages/luk3yx/money3/;https://forum.minetest.net/viewtopic.php?t=22719;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;rename;https://github.com/Niwla23/rename;;;;;;[Rename] This Mod can rename Items;https://content.minetest.net/packages/niwla23/rename/;https://forum.minetest.net/viewtopic.php?t=21658;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;epic;https://github.com/damocles-minetest/epic;default screwdriver ;;;;;[Epic] Enhanced Programmer for Ingame Control;https://content.minetest.net/packages/BuckarooBanzay/epic/;https://forum.minetest.net/viewtopic.php?t=23558;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;batch_screwdriver;https://gitlab.com/Niwla23/batch_screwdriver;screwdriver ;;;;;[Batch Screwdriver] With this you can rotate all nodes in a row at once;https://content.minetest.net/packages/niwla23/batch_screwdriver/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;formspecs;https://bitbucket.org/sorcerykid/formspecs;;;;;;[ActiveFormspecs] ActiveFormspecs is a framework that abstracts the builtin formspec API of Minetest;https://content.minetest.net/packages/sorcerykid/formspecs/;https://forum.minetest.net/viewtopic.php?t=19303;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;betterice;https://github.com/nwdamgaard/betterice.git;default ;;;;;[Better Ice] Modifies ice so that it melts into water when broken, and will be melted by torches;https://content.minetest.net/packages/TheFanne/betterice/;https://forum.minetest.net/viewtopic.php?t=23130;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;livetools;https://github.com/AiTechEye/livetools;default ;;;;;[Livetools] Craft tools which have a life of their own - they can fight, dig, or place for you;https://content.minetest.net/packages/AiTechEye/livetools/;https://forum.minetest.net/viewtopic.php?t=14372;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;respawn;https://gitlab.com/cronvel/mt-respawn;default ;;;;;[Respawn] Manage respawn points, interesting places, teleportation and death records;https://content.minetest.net/packages/cronvel/respawn/;https://forum.minetest.net/viewtopic.php?t=23708;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;spikes;https://gitlab.com/Niwla23/spikes/;;;;;;[Spikes] Adds wooden, steel and titanium spikes.;https://content.minetest.net/packages/niwla23/spikes/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;poshud;https://github.com/orwell96/poshud;;;;;;[Time, Lag and Position HUD display] Displays some information in the bottom-right corner of the screen.;https://content.minetest.net/packages/orwell/poshud/;https://forum.minetest.net/viewtopic.php?t=21053;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;doomsday;https://gitlab.com/sztest/doomsday;;;;;;[Doomsday Device] The pinnacle of explosives mods;https://content.minetest.net/packages/Warr1024/doomsday/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;glider;https://github.com/CBugDCoder/glider;;;;;;[Realistic Hang Glider] Add realistic moving hang gliders;https://content.minetest.net/packages/CBugDCoder/glider/;https://forum.minetest.net/viewtopic.php?t=24331;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;hands;https://github.com/octacian/hands;;;;;;[Interchangeable Hands] Demonstration of Minetest's capability to dynamically change the player hand.;https://content.minetest.net/packages/octacian/hands/;https://forum.minetest.net/viewtopic.php?t=16319;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;unique_ores;https://notabug.org/Piezo_/unique_ores;instant_ores ;;;;;[Randomized Map-specific Ores] Adds two randomly created ores to each world with varying properties depending on the world's seed;https://content.minetest.net/packages/Piezo_/unique_ores/;https://forum.minetest.net/viewtopic.php?t=21899;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;uchu;https://gitlab.com/h2mm/uchu;underch ;;;;;[Utilities for Underch - extension pack] Extend the Underground Challenge by miscelaneous utilities and change some recipes;https://content.minetest.net/packages/Hume2/uchu/;https://forum.minetest.net/viewtopic.php?t=21671;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mywalls;https://github.com/minetest-mods/mywalls;default walls ;;;;;[mywalls] Adds more wall types for walls mod.;https://content.minetest.net/packages/Don/mywalls/;https://forum.minetest.net/viewtopic.php?t=14242;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
